id istituto,nome istituto,tasso di affollamento,indirizzo,tipo istituto,posti regolamentari,posti non disponibili,posti disponibili,totale detenuti,dati aggiornati al,polizia penitenziaria - previsti,polizia penitenziaria - effettivi,personale polizia penitenziaria aggiornato al,amministrativi - effettivi,amministrativi - previsti,personale amministrativo aggiornato al,numero complessivo,numero non disponibili,doccia,bidet,portatori di handicap,servizi igienici con porta,accensione luce autonoma,prese elettriche,data di aggiornamento spazi detentivi,latitudine,longitude,scheda istituto,stanze_disponibili,detenuti_stanza,polizia_pers,doccia_pers,bidet_pers,servizi_pers,luci_pers,prese_pers
MII181358,Spoleto,98.0,Localit&agrave; Maiano n.10 - 06049 Spoleto,Casa di reclusione,456,0,456,449,2025-03-08,273,242,2025-12-31,31,32,2025-12-31,403.0,0.0,130.0,1.0,2.0,403.0,403.0,320.0,2025-03-08,42.78113085,12.72710874,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181358"">Vai alla scheda istituto</a>",403.0,1.11,0.54,3.45,449.0,1.11,1.11,1.4
MII181371,Sulmona,88.0,Via Lamaccio n. snc - 67039 Sulmona,Casa di reclusione,519,8,511,450,2025-03-08,255,226,2025-12-31,23,31,2025-12-31,367.0,2.0,83.0,354.0,4.0,367.0,367.0,77.0,2025-03-08,42.0685398,13.9279741,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181371"">Vai alla scheda istituto</a>",365.0,1.23,0.5,5.42,1.27,1.23,1.23,5.84
MII181377,Taranto,198.0,Via Carmelo Magli n.1 - 74100 Taranto,Casa circondariale - Carmelo Magli,500,17,483,958,2025-03-08,297,319,2025-12-31,26,31,2025-12-31,349.0,17.0,135.0,96.0,5.0,349.0,280.0,76.0,2025-03-08,40.45574895,17.29388354,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181377"">Vai alla scheda istituto</a>",332.0,2.89,0.33,7.1,9.98,2.74,3.42,12.61
MII181385,Tempio Pausania,96.0,Localit&agrave; Nuchis n. snc - 07029 Tempio Pausania,Casa di reclusione - Paolo Pittalis,170,0,170,164,2025-03-08,146,97,2025-12-31,14,19,2025-12-31,90.0,0.0,90.0,18.0,4.0,90.0,90.0,90.0,2025-03-08,40.8973821,9.1035159,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181385"">Vai alla scheda istituto</a>",90.0,1.82,0.59,1.82,9.11,1.82,1.82,1.82
MII181392,Teramo,176.0,C.da Ceppata n.1 - 64100 Teramo,Casa circondariale,255,5,250,441,2025-03-08,206,163,2025-12-31,19,21,2025-12-31,239.0,5.0,11.0,26.0,1.0,239.0,5.0,4.0,2025-03-08,42.6612893,13.6983524,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181392"">Vai alla scheda istituto</a>",234.0,1.88,0.37,40.09,16.96,1.85,88.2,110.25
MII181401,Termini Imerese,112.0,Via Zara n.28 - 90018 Termini Imerese,Casa circondariale - Antonino Burrafato,95,0,95,106,2025-03-08,80,94,2025-12-31,9,13,2025-12-31,51.0,0.0,42.0,1.0,1.0,42.0,35.0,51.0,2025-03-08,37.983651,13.695554,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181401"">Vai alla scheda istituto</a>",51.0,2.08,0.89,2.52,106.0,2.52,3.03,2.08
MII181407,Terni,142.0,Strada delle Campore n.32 - 05100 Terni,Casa circondariale,422,0,422,600,2025-03-08,243,194,2025-12-31,30,26,2025-12-31,281.0,0.0,70.0,201.0,4.0,281.0,281.0,71.0,2025-03-08,42.5545755,12.5982445,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181407"">Vai alla scheda istituto</a>",281.0,2.14,0.32,8.57,2.99,2.14,2.14,8.45
MII181417,Tolmezzo,111.0,Via Paluzza n.77 - 33028 Tolmezzo,Casa circondariale,149,0,149,165,2025-03-08,175,163,2025-12-31,9,19,2025-12-31,149.0,0.0,2.0,149.0,0.0,149.0,0.0,0.0,2025-03-08,46.41857068653332,13.0180531668208,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181417"">Vai alla scheda istituto</a>",149.0,1.11,0.99,82.5,1.11,1.11,,
MII181424,Torino,133.0,VIa M. Aglietta n.35 - 10151 Torino,Casa circondariale - Lorusso Cutugno,1117,23,1094,1453,2025-03-08,762,682,2025-12-31,48,55,2025-12-31,936.0,23.0,14.0,90.0,7.0,936.0,936.0,902.0,2025-03-08,45.1013372,7.6199624,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181424"">Vai alla scheda istituto</a>",913.0,1.59,0.47,103.79,16.14,1.55,1.55,1.61
MII181434,Trani,134.0,Via Andria n 300 - 76125 Trani,Casa circondariale,447,150,297,398,2025-03-08,237,203,2025-12-31,26,26,2025-12-31,202.0,89.0,114.0,94.0,7.0,146.0,114.0,202.0,2025-03-08,41.275354,16.3959453,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181434"">Vai alla scheda istituto</a>",113.0,3.52,0.51,3.49,4.23,2.73,3.49,1.97
MII181440,Trani femminile,109.0,Piazza Plebiscito n.18 - 76125 Trani,Casa di reclusione,32,0,32,35,2025-03-08,0,0,,0,0,,19.0,0.0,0.0,19.0,0.0,19.0,19.0,0.0,2025-03-08,41.275354,16.3959453,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181440"">Vai alla scheda istituto</a>",19.0,1.84,0.0,,1.84,1.84,1.84,
MII181625,Trapani,113.0,Via Madonna di Fatima n.222 - 91016 Trapani,Casa circondariale - Pietro Cerulli,555,58,497,563,2025-03-08,266,278,2025-12-31,25,27,2025-12-31,233.0,32.0,159.0,71.0,10.0,205.0,165.0,187.0,2025-03-08,38.0160543,12.5437475,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181625"">Vai alla scheda istituto</a>",201.0,2.8,0.49,3.54,7.93,2.75,3.41,3.01
MII181636,Trento,88.0,Via Cesare Beccaria n.13 - 38121 Trento,Casa circondariale - Spini di Gardolo,422,4,418,366,2025-03-08,199,168,2025-12-31,20,27,2025-12-31,170.0,2.0,170.0,170.0,13.0,170.0,170.0,163.0,2025-03-08,46.1268099,11.09424056,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181636"">Vai alla scheda istituto</a>",168.0,2.18,0.46,2.15,2.15,2.15,2.15,2.25
MII181645,Treviso,183.0,Via Santa Bona Nuova n.5/B - 31100 Treviso,Casa circondariale,132,0,132,242,2025-03-08,149,138,2025-12-31,13,17,2025-12-31,62.0,0.0,9.0,5.0,0.0,61.0,8.0,6.0,2025-03-08,45.67301695,12.23006239,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181645"">Vai alla scheda istituto</a>",62.0,3.9,0.57,26.89,48.4,3.97,30.25,40.33
MII181661,Trieste,170.0,Via Coroneo n. 26/28 - 34133 Trieste,Casa circondariale - Ernesto Mari,150,17,133,226,2025-03-08,149,124,2025-12-31,20,20,2025-12-31,64.0,16.0,5.0,39.0,0.0,48.0,7.0,64.0,2025-03-08,45.6556788,13.78073313,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181661"">Vai alla scheda istituto</a>",48.0,4.71,0.55,45.2,5.79,4.71,32.29,3.53
MII181672,Udine,190.0,Via Spalato n. 30 - 33100 Udine,Casa circondariale - Antonio Santoro,95,2,93,177,2025-03-08,112,88,2025-12-31,13,17,2025-12-31,62.0,1.0,60.0,60.0,1.0,62.0,62.0,60.0,2025-03-08,46.06711525,13.24805433,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181672"">Vai alla scheda istituto</a>",61.0,2.9,0.5,2.95,2.95,2.85,2.85,2.95
MII181678,Bari,164.0,Corso Alcide De Gasperi n.307 - 70124 Bari,Casa circondariale - Francesco Rucci,294,34,260,427,2025-03-08,258,245,2025-12-31,24,26,2025-12-31,165.0,22.0,142.0,76.0,17.0,143.0,163.0,164.0,2025-03-08,41.1257843,16.8620293,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181678"">Vai alla scheda istituto</a>",143.0,2.99,0.57,3.01,5.62,2.99,2.62,2.6
MII181681,Turi,149.0,Piazza Aldo Moro n.4 - 70010 Turi,Casa di reclusione,108,0,108,161,2025-03-08,90,81,2025-12-31,14,14,2025-12-31,42.0,0.0,3.0,1.0,1.0,42.0,42.0,42.0,2025-03-08,40.91732385,17.01893088,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181681"">Vai alla scheda istituto</a>",42.0,3.83,0.5,53.67,161.0,3.83,3.83,3.83
MII181691,Vallo della Lucania,140.0,A.R. Passaro n.39 - 84078  Vallo della Lucania,Casa circondariale - Alfredo Paragano,40,0,40,56,2025-03-08,21,32,2025-12-31,6,13,2025-12-31,10.0,0.0,9.0,9.0,0.0,10.0,10.0,10.0,2025-03-08,40.229704,15.26576,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181691"">Vai alla scheda istituto</a>",10.0,5.6,0.57,6.22,6.22,5.6,5.6,5.6
MII181703,Varese,192.0,Via Felicita Morandi n.5 - 21100 Varese,Casa circondariale,53,0,53,102,2025-03-08,59,58,2025-12-31,6,13,2025-12-31,47.0,0.0,15.0,0.0,0.0,47.0,47.0,1.0,2025-03-08,45.8175359,8.8263438,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181703"">Vai alla scheda istituto</a>",47.0,2.17,0.57,6.8,,2.17,2.17,102.0
MII181820,Vasto,61.0,Via Torre Sinello n.23 - 66054 Vasto,Casa di lavoro,197,50,147,89,2025-03-08,95,66,2025-12-31,15,19,2025-12-31,98.0,28.0,15.0,85.0,1.0,98.0,98.0,93.0,2025-03-08,42.29559582,14.44633484,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181820"">Vai alla scheda istituto</a>",70.0,1.27,0.74,5.93,1.05,0.91,0.91,0.96
MII181839,Velletri,147.0,Via Campoleone n.97 - 00049 Velletri,Casa circondariale,412,75,337,497,2025-03-08,275,204,2025-12-31,26,32,2025-12-31,276.0,43.0,76.0,265.0,5.0,276.0,206.0,69.0,2025-03-08,41.61240705,12.73058684,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181839"">Vai alla scheda istituto</a>",233.0,2.13,0.41,6.54,1.88,1.8,2.41,7.2
MII181847,Venezia Giudecca,92.0,S. Eufemia n.712 - 30133 Venezia,Casa di reclusione femminile,112,0,112,103,2025-03-08,135,106,2025-12-31,14,20,2025-12-31,28.0,0.0,16.0,28.0,0.0,28.0,9.0,14.0,2025-03-08,45.42608215,12.31826224,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181847"">Vai alla scheda istituto</a>",28.0,3.68,1.03,6.44,3.68,3.68,11.44,7.36
MII181863,Venezia Santa Maria Maggiore,172.0,Santa Croce n.324 - 30135  Venezia,Casa circondariale,159,0,159,273,2025-03-08,149,143,2025-12-31,17,18,2025-12-31,86.0,0.0,86.0,86.0,0.0,86.0,86.0,86.0,2025-03-08,45.435422,12.31724323,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181863"">Vai alla scheda istituto</a>",86.0,3.17,0.52,3.17,3.17,3.17,3.17,3.17
MII181870,Verbania,145.0,Via Giuseppe Castelli n.8 - 28922 Verbania,Casa circondariale,53,0,53,77,2025-03-08,44,41,2025-12-31,5,13,2025-12-31,37.0,0.0,34.0,5.0,1.0,37.0,37.0,35.0,2025-03-08,45.9221715,8.5516789,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181870"">Vai alla scheda istituto</a>",37.0,2.08,0.53,2.26,15.4,2.08,2.08,2.2
MII181880,Vercelli,144.0,Strada Vicinale del Rollone n.19 - 13100 Vercelli,Casa circondariale,230,21,209,302,2025-03-08,186,152,2025-12-31,10,18,2025-12-31,193.0,18.0,31.0,19.0,0.0,193.0,193.0,193.0,2025-03-08,45.3063558,8.42909461,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181880"">Vai alla scheda istituto</a>",175.0,1.73,0.5,9.74,15.89,1.56,1.56,1.56
MII181891,Verona,185.0,Via San Michele n.15 - 37141 Verona,Casa circondariale - Montorio,335,17,318,588,2025-03-08,317,312,2025-12-31,19,27,2025-12-31,308.0,15.0,104.0,281.0,2.0,308.0,1.0,1.0,2025-03-08,45.44345285,11.04808194,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181891"">Vai alla scheda istituto</a>",293.0,2.01,0.53,5.65,2.09,1.91,588.0,588.0
MII181908,Vibo Valentia,97.0,Contrada Cocari n. snc - 89900 Vibo Valentia,Casa circondariale - Nuovo Complesso,406,7,399,389,2025-03-08,224,190,2025-12-31,24,26,2025-12-31,154.0,2.0,121.0,8.0,0.0,154.0,154.0,154.0,2025-03-08,38.677407,16.0924801,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181908"">Vai alla scheda istituto</a>",152.0,2.56,0.49,3.21,48.62,2.53,2.53,2.53
MII181918,Vicenza,142.0,Via Basilio Dalla Scola n. 150 - 36100 Vicenza,Casa circondariale - Filippo Del Papa,276,11,265,376,2025-03-08,194,172,2025-12-31,16,20,2025-12-31,204.0,10.0,204.0,196.0,4.0,204.0,204.0,179.0,2025-03-08,45.5518993,11.5780075,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181918"">Vai alla scheda istituto</a>",194.0,1.94,0.46,1.84,1.92,1.84,1.84,2.1
MII181924,Vigevano,165.0,Via Gravellona n.240 - 27029 Vigevano,Casa di reclusione,242,16,226,374,2025-03-08,221,189,2025-12-31,17,22,2025-12-31,236.0,16.0,0.0,222.0,0.0,236.0,0.0,0.0,2025-03-08,45.3211074,8.8114587,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181924"">Vai alla scheda istituto</a>",220.0,1.7,0.51,,1.68,1.58,,
MII181934,Viterbo,177.0,Strada SS. Salvatore n. 14/b - 01100 Viterbo,Casa circondariale  N.C.  - Nicandro Izzo,440,35,405,718,2025-03-08,330,255,2025-12-31,32,34,2025-12-31,440.0,35.0,7.0,404.0,2.0,440.0,440.0,159.0,2025-03-08,42.4525651,12.09423595,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII181934"">Vai alla scheda istituto</a>",405.0,1.77,0.36,102.57,1.78,1.63,1.63,4.52
MII182339,Reggio Emilia,132.0,Via Settembrini n.8 - 42123 Reggio Emilia,Istituti di pena - casa circondariale e di reclusione,292,58,234,309,2025-03-08,206,196,2025-12-31,22,22,2025-12-31,265.0,58.0,27.0,264.0,0.0,265.0,157.0,17.0,2025-03-08,44.6639363,10.63973152,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII182339"">Vai alla scheda istituto</a>",207.0,1.49,0.63,11.44,1.17,1.17,1.97,18.18
MII182440,Avezzano,133.0,Via San Francesco n.8 - 67051 Avezzano,Casa circondariale,53,4,49,65,2025-03-08,39,33,2025-12-31,9,12,2025-12-31,33.0,2.0,33.0,1.0,0.0,33.0,33.0,33.0,2025-03-08,42.0347963,13.4265048,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII182440"">Vai alla scheda istituto</a>",31.0,2.1,0.51,1.97,65.0,1.97,1.97,1.97
MII182910,Pavia,137.0,Via Vigentina n.85 - 27100 Pavia,Casa circondariale,515,25,490,671,2025-03-08,255,235,2025-12-31,18,26,2025-12-31,298.0,25.0,113.0,104.0,4.0,298.0,298.0,298.0,2025-03-08,45.2073703,9.17887325,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII182910"">Vai alla scheda istituto</a>",273.0,2.46,0.35,5.94,6.45,2.25,2.25,2.25
MII182919,Pisa,144.0,Via S. Giovanni Bosco n.43 - 56127 Pisa,Casa circondariale,195,5,190,273,2025-03-08,184,177,2025-12-31,20,20,2025-12-31,153.0,5.0,28.0,114.0,2.0,85.0,123.0,149.0,2025-03-08,43.71851375,10.41402939,"<a href=""https://www.giustizia.it/giustizia/page/it/dettaglio_scheda_istituto_penitenziario?s=MII182919"">Vai alla scheda istituto</a>",148.0,1.84,0.65,9.75,2.39,3.21,2.22,1.83
